"","PAFTOL_019361","S_670","S0055","S0156","S0196sl","S0268","S0275","S0277","S0278","S0279","S0280","S0281","S0282","S0283","S0284","S0285","S0286","S0288","S0289","S0292","S0293","S0294","S0297","S0298","S0299","S0300","S0301","S0303","S0305","S0306","S0308","S0312","S0315","S0317","S0320","S0322","S0323","S0327","S0329","S0331","S0335","S0345","S0346","S0355","S0371","S0373","S0376","S0377","S0380","S0381","S0383","S0384","S0385","S0400","S0403sl","S0405","S0407sl","S0412sl","S0416","S0417","S0419","S0420sl","S0421","S0424","S0427","S0428sl","S0430","S0435","S0436","S0450","S0464","S0478","S0509","S0512sl","S0521","S0547","S0552sl","S0555","S0558","S0560","S0562","S0577","S0583","S0590","S0591","S0593","S0612","S0613sl","S0616","S0617","S0620","S0624","S0641","S0642","S0643","S0645sl","S0647-2","S0654","S0655sl","S0656sl","S0657","S0660sl","S0662","S0664","S0667","S0669","S0670","S0671","S0672","S0673","S0677","S0688","S0689","S0690","S0691","S0717","S0718","S0720","S0721sl","S0722","S0724sl","S0726","S0727","S0728sl","S0731sl","S0732","S0733sl","S0735","S0739","S0740","S0741","S0742","S0743","S0745","S0746","S0747sl","S0748","S0751","S0752","S0753","S0754","S0756","S0757","S0758","S0760","S0762-2","S0763","S0764","S0765","S0766","S0768","S0770","S0771","S0772","S0791","S0795","S0809","S0827","S0834","S0836","S0851","S0888","S0890","S0892","S0893","S0894","S0895","S0896","S0897","S0899","S0901","S0902","S0903","S0904","S0906","S0941","S0946","S0947sl","S0949","S0951","S0952","S0954","S0956","S0957","S0959","S0960","S0963","S0964","S0989","S1011sl","S1021","S1038","S1039","S1040","S1043sl","S1044","S1045","S1050","S1052sl","S1053sl","S1069","S1072","S1074","S1077","S1083","S1089","S1093sl","S1095","S1096","S1097","S1098","S1100","S1102","S1103","S1106sl","S1110","S1111","S1113","S1114-2","S1116","S1117","S1118","S1119","S1120","S1121","S1128","S1129sl","S1148","S1168","S1176","S1177","S1180","S1181-2","S1182","S1184","S1187sl","S1188","S1189","S1201sl","S1204","S1208sl","S1210","S1211","S1213","S1214sl","S1220","S1221sl","S1223","S1227","S1229-2","S1230","S1232sl","S1234","S1235sl","S1238sl","S1239","S1241","S1245","S1246","S1249","S1250sl","S1251","S1258-2","S1260","S1261","S1262","S1266sl","S1269","S1270","S1276","S1278","S1279","S1314","S1315","S1318-2","S1319","S1328sl","S1331","S1332","S1336","S1339","S1341","S1342","S1354","S1365","S1366","S1368","S1369","S1370","S1371","S1374","S1375","S1376","S1378","S1381","S1400","S1401","S1405","S1407","S1408","S1409","S1419","S1421","S1422","S1424","S1428","S1442","S1449","S1451","S1458","S1459","S1460","S1462","S1464","S1474","S1475","S1498","S1506","S1509","S1519","S1539","S1541sl","S1561","S1579","SRR11470320","SRR8528336","SRR8528338","SRR8528339","SRR8528341","SRR8528342","SRR8528343","SRR8528347","SRR8528350","SRR8528354","SRR8528356","SRR8528357","SRR8528358","SRR8528359","SRR8528361","SRR8528364","SRR8528365","SRR8528370","SRR8528372","SRR8528373","SRR8528376","SRR8528379","SRR8528380","SRR8528381","SRR8528382","SRR8528384","SRR8528385","SRR8528388","SRR8528389","SRR8528391","SRR8528394","SRR8528397","SRR8528398","SRR8528399","SRR8528400"
"2G04842",510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,NA,510,510,510,510,510,510,510,510,510,510,510,474,510,510,510,498,510,510,510,510,510,510,510,NA,510,510,510,510,510,510,510,NA,510,510,510,510,510,510,510,474,510,510,510,510,489,510,510,510,NA,510,510,510,510,510,510,510,510,504,510,291,510,510,510,510,510,510,510,510,510,507,354,510,510,510,510,510,510,510,510,510,510,312,510,510,471,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,486,510,510,510,510,510,510,510,510,510,510,510,510,510,510,312,510,510,510,NA,510,510,510,510,510,312,510,510,510,510,510,510,510,510,510,510,324,465,510,510,510,510,510,510,510,312,510,510,510,510,510,507,510,510,510,312,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,312,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,NA,510,510,510,510,510,327,510,510,510,510,327,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,474,NA,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,258,312,510,510,510,510,NA,510,510,492,510,510,510,510,312,510,510,510,510,510,510,510,510,510,510,507,510,510,444,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510
"2G07360",1329,1842,1839,NA,1266,1839,1815,1446,1842,1842,1830,1845,1839,1272,1686,1602,1614,1413,1842,1830,1524,1830,1746,1560,1755,1599,1839,684,1434,1113,1830,1683,1338,1650,1842,1536,1833,1623,1308,1326,1812,579,1608,1677,1539,1650,741,1650,1428,1602,1272,1482,1398,1665,1062,1839,1257,1422,1839,1839,1161,1833,1842,1842,1839,927,1620,1041,1839,1836,1827,1560,1617,813,1428,1836,1827,1689,1839,1605,1323,1044,1395,1662,1836,1839,1839,1809,1470,1461,NA,1737,1839,1620,1662,1842,1827,1455,1611,1251,1668,1185,1611,1743,1833,1830,1467,1659,1617,1845,1830,1839,1839,1599,1689,1839,1839,1839,1839,1839,1839,1434,NA,591,1212,1833,927,1833,1833,1797,1839,1671,1650,1830,1848,1605,1839,1263,1437,855,1428,1839,1653,810,1839,1839,1839,1815,1500,1704,1077,1839,1830,1308,1617,1839,1839,1476,1284,1692,1239,1839,864,1809,NA,1812,1839,1839,1218,1659,1839,1692,1815,1839,1623,1305,1464,1470,1839,735,NA,1122,1419,1548,1830,1521,1701,1611,315,NA,1428,1437,1650,768,1299,1434,1839,1830,1179,1071,1839,1305,1851,1839,1845,1380,1839,1833,1650,909,1107,1833,1047,1611,1428,936,1437,1659,NA,1839,1515,909,1128,1839,1665,1608,1719,1833,1827,903,1278,1833,1836,1365,1437,258,1839,1830,1830,1839,771,1035,1665,1614,1830,1560,615,1653,1839,1833,1842,1839,1845,1839,1314,1839,1845,1842,1704,684,1563,1620,1617,1833,1722,978,1680,927,1317,1803,1839,1623,1428,1839,1839,1089,1689,1158,1830,1617,852,1821,1833,1839,1245,1251,1620,1839,1464,1431,1428,1842,1830,1380,1839,1617,1608,1710,1470,1428,1020,1557,894,1443,1839,1839,1308,1830,1842,984,1389,1839,1839,1428,1248,1443,1845,987,1392,993,1842,1602,1611,1257,1845,1830,1830,1839,1830,1839,1839,1842,1839,1836,1839,1839,1842,1839,1830,1839,1830,1842,1833,1839,1836,1839,1797,1833,1839,1839,1839,1428,1830,1839,1839,1839,1830,1842,1836
"2G13610",1770,1929,1941,1920,1107,1950,1944,1920,1833,1932,1953,1734,1950,1950,1350,1932,1944,1617,1875,1950,1935,1944,1938,1941,1944,1944,1950,1674,1830,1881,1923,1827,1968,1932,1578,1857,1899,1905,1932,1824,1950,1032,1950,1920,1806,1941,1785,1833,1902,1896,1941,1944,1935,1950,1134,1950,1680,1548,1950,1818,1941,1665,1923,1959,1944,666,1887,1950,1791,1791,1929,1791,1950,NA,1950,1932,1947,1788,1935,1845,1941,732,1905,969,1920,1566,1950,1932,1728,1824,NA,1845,1944,1920,1773,1926,1950,1920,1836,1803,1776,1095,1899,1941,1419,1932,1950,1941,1944,1782,1938,1941,1797,1950,1935,1944,606,1941,1950,1950,1923,1944,1791,1632,1938,1776,1776,1869,1785,1812,1950,1815,1833,1944,1929,1908,1923,1950,2457,1578,1947,1941,1611,1884,1941,1950,1950,1944,1941,1944,1812,1941,1944,1872,1800,1941,1848,1935,1611,1932,1929,1923,1320,1830,969,1785,1950,1950,1554,1917,1125,1788,1944,1710,1938,1950,1881,1950,1944,NA,1935,1920,1947,1947,1944,1947,1935,1947,1320,1143,1932,1950,1950,1791,1950,1947,1950,1950,1794,1740,1932,1938,1785,2040,1779,1929,1899,1950,1950,1941,1950,1878,1914,1935,1950,1803,1935,1944,NA,1944,1944,1560,1266,1812,1932,1938,1938,1866,1929,1086,1941,1737,1455,1503,1878,1314,1929,1935,1950,1950,1212,1917,1950,1908,1932,897,1953,1860,1950,1707,1986,1920,1938,1944,1938,1929,1764,1938,1872,1197,1938,1905,1950,1749,1689,1884,1923,1923,1944,1932,1950,1950,1938,1929,1944,1950,1641,1884,1950,1950,3669,1857,1356,1704,1800,1944,1803,1950,1950,1923,1461,1941,1944,1929,1950,1950,1956,1929,1944,1905,1914,1950,1941,1950,1950,1584,1929,1944,1764,1137,1650,1950,1941,1950,1896,1476,1779,1632,1842,1935,1938,1941,1920,1932,1923,1944,1941,1938,1950,1950,1935,1821,1950,1944,975,1950,1938,1941,1950,1938,1938,1938,1944,1953,1950,1938,1941,1863,1950,1950,1938,1935,1950,1941,1914,1818,1950,1929,1938
"2G18760",1776,2403,2412,1773,1551,2412,2172,2364,2397,2352,2340,2250,2412,1899,1899,2241,2016,2271,2187,2385,2241,2394,1473,2400,2388,2394,2406,2334,2406,2412,2355,2313,2247,2235,2385,2331,2220,2346,2412,1872,2397,1500,2397,2418,2385,2385,1887,2388,2268,2175,2172,2385,2331,2412,1710,2397,2415,2388,2400,2406,2397,1128,2172,2196,2409,1881,2406,2412,2403,2403,2250,2403,2412,957,2169,2406,2406,2391,2373,2358,2409,1299,2238,1875,2406,2412,2415,2379,2394,2364,NA,2385,2403,2409,2112,2184,1833,2391,2331,2064,2379,1584,2397,2235,1875,2280,1572,2415,2058,2418,2232,2406,2328,2190,2403,2397,1194,2211,2403,2397,2421,2400,2223,1833,2241,2418,2013,2391,2391,2151,2415,2397,2238,2385,2412,2211,2421,2409,2349,1950,2382,2403,2394,2343,2397,2283,2412,2403,2397,2379,2208,2397,2391,2337,2406,2208,2406,2421,1437,2340,2235,2385,2178,2217,2004,2385,2412,2346,2229,2238,2163,1593,2406,1755,2406,2370,2409,2394,2412,NA,2385,2424,2400,2352,2400,2400,2313,2235,1686,1875,2217,2229,2394,2397,1947,2394,2409,2397,1806,2103,2394,2397,2412,2403,2397,2409,2226,2409,2397,2355,2397,2409,2382,2397,1740,1710,2391,2313,2328,2412,2397,2163,1965,2151,2355,2397,2397,2409,2250,2388,2397,2400,930,2388,2409,783,2406,2397,2271,2373,2163,1479,2403,2397,2349,2061,2184,2400,2412,2397,2190,2394,2412,2406,2406,2391,2193,2406,2406,2280,2406,2184,2397,2400,2301,2391,2373,2421,2433,2394,2412,2037,2229,2166,2406,2616,2370,2232,2211,2364,2358,1866,1053,2412,2193,2385,2196,2421,2412,2406,2169,2412,2379,2415,2406,2328,2520,2328,2391,2406,2421,2385,1875,2385,2412,2388,2382,2385,2286,1230,2400,2406,2397,2397,2196,2121,2379,1740,2037,2169,2403,2400,2406,2382,NA,2382,2412,2403,2397,2412,2364,2181,2415,2529,2376,2412,2481,2412,2382,2409,2397,2415,2409,2355,2409,2406,2391,2403,2412,2388,2406,2394,2397,2412,2397,2409,2403,2412,2406
"2G24230",2541,2562,2562,2547,2433,2562,2562,2151,2556,2550,2544,2553,2559,963,NA,2481,2550,NA,2328,2562,2370,2571,2541,2559,2505,2562,2562,NA,2256,2562,NA,2442,2544,2559,2562,NA,2562,2373,2547,2346,2550,1902,2550,NA,NA,2553,2490,2388,2559,2463,2553,2553,2556,2649,1623,2562,2301,2556,2556,2562,2559,1059,2565,2562,2565,972,NA,2385,2568,2574,2556,2517,2562,1368,2550,2562,2553,NA,2232,2556,2553,1581,2559,2322,2553,2562,1899,2532,NA,2460,NA,2328,2562,1551,2562,2547,2550,2547,2592,2442,2556,582,2550,2418,2556,2550,2337,2559,2562,2565,2307,2553,2559,2511,2547,2535,2553,2556,2562,2562,NA,2556,2556,1764,2556,258,2319,2559,NA,NA,1596,2565,2556,2514,2556,2556,NA,2562,2556,2403,2556,2562,2568,2553,2559,2568,2553,2562,2559,2559,2544,2559,2544,2556,2565,2556,2109,2451,906,2556,2559,NA,1953,NA,1665,2580,2562,2559,1935,2568,2553,858,2565,2514,2604,2439,NA,2562,2562,2052,NA,2556,2553,2556,2541,2958,2238,2550,1191,2496,2556,1947,2556,2502,2559,2556,2559,2325,1908,2634,2538,2556,2556,2556,2559,2448,2559,2556,2556,2484,2556,2553,2553,2556,2556,NA,NA,1617,2520,NA,2529,2562,2154,NA,2559,2544,2544,2553,2556,NA,2559,2559,441,960,2550,1410,2517,2553,2550,2562,1656,NA,2562,2538,2559,1206,2553,2559,2562,NA,2565,2559,2544,2562,2532,2562,2328,2565,2565,NA,2556,2205,2550,423,2553,990,NA,NA,1749,2541,2562,2562,2556,NA,2559,2556,1968,2556,2547,2556,2556,3474,1857,2547,2469,2559,2562,2562,2562,2544,2562,2553,2559,2472,2562,2562,2556,2556,2562,2559,NA,2562,2556,2559,2562,999,2556,2562,2523,1743,2046,2562,2559,2556,2541,2424,2529,1743,2268,NA,2565,2364,2562,2172,2559,2559,2550,2559,2556,2562,2562,2562,2562,2562,2553,2562,2562,2565,2550,2559,2550,2565,2544,2556,2562,2556,2544,1065,2553,2559,2331,2556,2556,2562,2553,2556,2550,2556,2556
"2G25660",150,516,516,240,342,459,516,393,504,516,396,5157,462,396,4251,396,396,3279,516,516,327,516,4713,516,387,513,396,4425,4803,5052,4986,510,516,396,438,4458,4992,396,507,4770,474,2982,516,4968,5133,5142,357,516,477,324,396,396,5100,507,4689,516,396,516,516,516,432,2805,516,5016,396,4278,396,516,396,516,5136,453,516,378,468,516,516,396,516,396,378,390,516,4497,516,516,516,408,5013,2349,2694,468,516,516,396,516,396,5142,474,396,207,3648,4965,516,516,4938,516,516,483,516,516,5100,516,516,396,516,516,396,396,516,450,357,516,396,363,516,396,513,399,4425,516,501,396,516,516,516,516,516,513,4158,516,516,486,4689,480,516,516,516,4941,384,4908,438,516,5136,5046,483,513,4824,396,396,396,5082,3747,192,4221,396,396,516,4407,4824,4431,348,516,3597,396,369,516,453,516,4242,4737,5124,378,390,516,378,480,5094,3306,4773,456,516,396,396,4704,516,516,396,396,396,516,462,516,516,516,516,396,516,516,5187,432,507,396,510,423,4413,516,348,516,516,387,396,396,3942,387,516,516,513,4908,4980,4941,513,516,4725,480,2817,513,516,516,516,3345,4695,516,516,5172,3264,372,489,516,396,516,516,516,516,417,516,516,516,516,396,516,516,396,5580,393,4632,396,396,396,516,516,516,516,396,555,396,498,5055,477,405,396,3531,3084,516,516,396,516,516,516,516,516,516,396,396,516,516,516,354,516,516,4554,516,396,465,516,516,378,516,441,3285,396,516,516,516,426,4677,396,396,4368,396,516,396,462,225,516,5187,5172,4980,5193,5130,5163,5115,5169,5100,4947,516,5028,5121,5172,5184,5181,5118,5079,4743,5169,5193,5196,5211,5175,5163,5235,2658,198,5160,5184,5193,5175,5181,5193
"2G25730",3378,5208,5568,4182,2979,5601,5592,5268,4419,4449,5343,5634,5430,4854,4446,4869,4539,4920,5613,5607,3870,5598,4110,4326,4887,5595,5601,4749,5196,4962,5514,5043,5529,5307,4059,4035,5547,5358,5196,3765,5259,2886,5565,5445,5235,5394,4299,5526,5145,4839,5430,5442,5406,5532,3813,5598,4026,4056,5430,5616,5220,5244,5616,5466,5496,2049,5373,5088,5265,5589,5373,4416,5598,1677,5580,5427,5592,5499,5553,5478,5499,3600,5523,2955,5427,5451,5454,5430,4227,3930,1974,5178,5637,5313,4851,5619,5424,3804,4434,5118,5235,2235,5490,5439,5118,5505,5433,5454,5625,5451,5271,5505,5631,5151,5418,5244,5535,5616,5628,5592,5481,5226,5601,2427,5556,5538,4725,5439,5544,5220,5622,5385,4917,5613,5595,5502,5598,5595,5523,4263,5589,5601,4722,3741,5610,5613,5571,5589,5121,5430,5175,5610,5601,5133,5538,5619,5595,5133,4257,5397,5547,5517,1302,5400,3552,5535,5235,5622,4818,5604,5445,3999,5598,5622,5571,4899,5625,5472,5595,2388,4644,5013,5229,5214,5604,5124,5265,4572,3120,3126,5565,5574,4854,5427,5043,5604,5613,4899,3513,2937,5613,5175,5430,5433,5613,4737,5016,5610,3678,5040,5397,5262,4545,5250,5244,3369,3624,4881,3675,5598,4605,3834,4137,4017,5544,5271,5448,5439,5187,4755,5034,5439,4230,5259,4872,1923,4623,5592,5610,5643,4110,4182,5436,5592,5610,4278,5244,5271,5598,4698,5616,5613,5607,5490,5022,5616,5166,5616,4893,4992,5442,5436,5259,5253,4191,4881,4971,4446,4467,5598,5256,5199,5034,5271,5481,5025,4809,5025,5565,5019,5214,5565,5400,5265,5133,4986,4572,5598,5154,4698,4554,5595,5259,5289,5592,4530,5529,5616,5025,5376,4335,5241,3693,5403,5571,5583,4953,5589,4839,2310,4647,5595,5610,5601,5256,4347,5427,2754,5034,4692,5607,5271,5430,4605,4227,5610,5601,5517,5598,5595,5421,5616,5637,5604,5607,5514,5604,5640,5394,5604,5547,5610,5424,5631,5607,5592,5613,5574,5604,5610,5562,5553,5595,5586,5613,5601,5568,5595,5601
"2G26170",NA,747,747,NA,540,747,741,474,684,756,723,NA,747,714,NA,NA,762,567,762,762,705,738,711,750,675,738,747,NA,738,744,753,762,756,762,633,741,744,762,738,744,720,252,762,747,708,762,705,744,747,750,741,762,708,747,NA,747,NA,576,762,762,762,762,762,762,750,444,747,747,762,762,510,762,741,NA,762,747,762,432,744,501,756,NA,753,741,738,750,747,750,738,753,NA,762,747,NA,747,741,747,NA,NA,762,708,210,744,756,744,708,747,750,402,750,756,585,747,729,708,681,747,750,747,762,747,744,747,717,735,741,NA,NA,NA,714,747,738,756,762,756,741,747,762,762,NA,762,747,756,762,762,744,747,741,723,762,NA,762,744,507,NA,750,747,762,477,NA,744,753,NA,NA,NA,NA,747,747,360,762,762,NA,738,750,738,747,747,747,747,NA,753,510,744,NA,762,762,744,756,375,NA,756,759,762,759,759,762,759,762,675,723,447,762,762,762,765,762,759,762,759,762,762,NA,759,762,762,753,753,753,NA,747,708,744,549,714,762,756,756,NA,510,522,762,NA,747,NA,NA,NA,750,750,741,747,501,753,747,753,708,NA,759,NA,747,741,762,717,762,747,765,762,747,750,717,747,759,762,762,744,NA,459,711,738,756,744,744,744,762,NA,741,762,762,708,762,762,750,762,NA,1020,762,756,762,747,747,741,750,747,663,741,747,747,744,NA,741,753,747,762,NA,762,747,NA,762,762,762,NA,735,747,762,762,744,486,765,NA,741,753,750,750,741,720,NA,762,762,762,762,747,747,762,747,756,732,747,756,747,759,759,714,750,762,750,747,765,729,NA,762,762,762,762,762,750,741,762,759,756,765
"2G26200",1050,1056,1053,NA,951,1056,1053,765,1050,1044,1047,1038,1056,882,NA,1029,1056,894,1053,1059,1056,1056,1053,1056,906,1047,1056,930,1035,NA,954,1056,1167,1059,981,1011,1005,1050,1053,852,1047,NA,1056,1002,1044,1056,864,774,1047,1056,1050,1050,996,1056,867,1056,NA,990,1056,1053,1053,1044,1047,1059,1044,606,1002,1056,1035,1059,1056,1041,1056,NA,1056,1035,1041,951,1056,1059,1035,144,1044,1089,1077,1041,1056,1056,993,1059,NA,1047,1056,1056,1050,1056,1011,1059,1059,783,1059,NA,1083,1059,1092,1029,1053,1056,1026,1056,861,1056,1056,1050,1059,993,1056,1056,1056,957,1002,1050,1056,717,1077,993,1056,1047,993,855,1056,1050,1059,996,1056,1083,1002,1056,846,717,1056,1053,1056,900,1053,1011,1056,1056,1053,855,1041,1053,1053,1056,1059,1056,1044,1053,1146,1044,1023,990,NA,825,882,1056,1056,1056,834,1056,1059,NA,1053,1056,993,1047,1059,1044,1056,NA,1032,963,NA,1059,1059,876,1050,1035,909,711,1041,597,1056,1056,1053,1056,894,1056,1062,1059,870,1056,1056,1056,1059,1059,1056,1059,1056,1053,1056,933,1050,1056,1056,870,1002,594,1029,1056,1056,1056,1050,966,993,969,720,1050,1056,993,1053,1050,1038,1029,1050,NA,1050,1056,1056,1044,NA,990,1059,1059,1047,849,921,1050,1056,993,1011,1053,1044,1026,1047,1053,1050,1056,1056,1002,1047,1044,1074,993,807,852,1002,981,1044,819,1056,1056,1086,990,717,1056,771,1017,1053,1038,NA,594,1044,879,1047,963,1047,1056,1056,1050,1056,1035,1035,1005,1056,1056,1197,1053,840,714,996,783,1077,1059,1047,981,1005,1056,1005,NA,1065,1056,1053,1056,1038,924,1059,309,1089,900,1056,1056,1035,990,1056,1053,1059,1047,990,1056,1056,1053,1056,1035,1047,1056,1044,1056,1050,1047,1056,1056,1059,NA,1047,1062,978,546,1056,1056,1134,1056,1056,1038,1056,1050,1044,981,1059
"2G26690",NA,651,651,303,267,651,648,546,NA,651,651,651,651,585,NA,648,651,342,651,651,651,594,651,645,651,651,651,NA,351,651,651,651,651,651,285,483,651,648,651,543,651,NA,651,NA,651,651,648,651,651,507,651,651,651,609,NA,651,573,522,651,651,651,651,651,651,651,NA,576,651,651,651,651,651,651,NA,651,651,651,651,651,651,651,267,651,651,651,651,651,651,651,651,NA,651,651,651,651,651,351,309,639,651,636,NA,651,651,651,651,648,651,651,648,651,504,651,612,651,NA,651,651,651,651,651,NA,651,285,651,651,309,NA,651,651,651,651,651,651,651,651,651,651,651,NA,651,654,651,651,651,651,651,651,651,651,NA,651,651,651,651,615,651,NA,225,651,651,651,NA,NA,573,NA,651,651,651,660,651,NA,651,651,651,303,651,651,651,309,309,651,300,651,651,651,NA,NA,309,309,651,627,651,651,528,351,651,651,519,651,651,651,651,309,651,651,651,651,651,651,651,NA,309,651,651,NA,651,243,NA,651,651,309,252,651,594,651,651,189,651,651,651,NA,651,651,NA,267,NA,651,645,651,651,642,651,651,651,612,651,NA,651,651,651,651,651,651,NA,651,651,651,651,309,651,651,603,591,177,498,651,651,309,651,651,651,651,651,345,651,651,651,651,651,309,651,651,651,651,651,216,651,651,651,651,648,651,NA,651,651,651,642,651,651,651,651,NA,651,651,651,651,651,NA,291,303,651,651,651,NA,492,651,243,651,651,651,651,651,651,NA,651,651,651,651,651,651,651,651,651,522,651,651,651,651,651,651,651,651,351,654,651,651,651,651,654,651,651,651,651,309,651,NA,651,651
"2G26800",336,432,432,NA,177,432,NA,177,NA,NA,432,432,432,NA,264,432,NA,255,432,426,177,NA,432,255,432,NA,432,432,432,NA,432,426,255,189,432,432,432,NA,432,NA,432,NA,NA,NA,255,432,411,255,432,432,NA,NA,432,432,432,432,432,423,432,432,NA,255,432,432,432,NA,432,NA,432,432,183,432,432,NA,NA,183,426,432,432,432,255,399,NA,NA,NA,NA,432,432,423,276,NA,432,432,NA,432,432,432,255,432,432,426,249,432,255,NA,183,432,432,432,432,432,432,432,420,432,432,432,432,432,183,432,255,NA,414,432,276,432,432,423,183,432,432,432,432,432,432,432,432,432,NA,432,432,426,426,432,432,432,273,432,183,432,432,426,432,183,432,471,432,183,195,432,432,357,432,453,432,432,432,432,432,255,183,NA,183,426,432,411,255,432,NA,432,174,NA,432,432,426,432,426,NA,NA,198,426,276,NA,426,NA,432,NA,432,432,432,NA,432,432,432,432,432,432,NA,183,NA,432,432,426,183,NA,432,432,NA,432,NA,255,432,432,432,432,432,432,432,276,432,432,201,432,432,NA,432,432,432,432,414,432,432,432,432,261,432,432,432,423,432,432,192,432,NA,192,432,432,432,381,432,432,432,423,432,NA,NA,NA,NA,432,432,432,432,432,183,183,432,432,432,432,414,NA,432,255,432,432,432,432,432,255,432,432,432,432,432,NA,210,432,432,432,432,432,285,432,432,210,432,426,432,NA,429,432,432,255,432,432,432,255,261,432,432,255,183,255,432,432,432,432,432,432,432,432,432,432,426,432,432,432,432,432,432,432,426,195,432,426,432,183,183,432,432,432,432,432,432,432,432,432,426
"2G29560",NA,198,198,NA,NA,198,198,198,NA,198,198,198,198,198,NA,198,NA,NA,198,198,198,NA,NA,198,198,198,198,198,198,NA,198,198,198,198,198,198,198,198,198,NA,198,198,198,198,NA,198,198,198,198,198,198,NA,198,198,198,198,NA,198,195,198,NA,198,198,198,198,NA,198,198,198,198,198,NA,198,NA,198,198,198,NA,198,198,198,NA,198,NA,NA,198,198,198,198,198,NA,198,198,NA,198,198,198,198,198,NA,198,NA,198,198,NA,198,198,198,198,198,198,198,198,NA,198,198,198,198,198,198,198,198,198,NA,NA,198,NA,198,198,198,198,198,198,198,198,198,198,198,198,NA,198,198,198,NA,198,198,198,198,198,198,NA,198,198,198,198,198,198,NA,198,198,NA,198,198,NA,NA,198,198,198,198,198,198,198,198,198,198,198,198,198,198,NA,NA,198,198,NA,198,198,NA,198,NA,NA,198,198,198,NA,NA,198,198,198,162,NA,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,NA,198,198,180,NA,198,198,198,198,198,198,NA,198,198,198,198,NA,NA,198,198,198,198,NA,198,198,198,198,198,198,198,198,198,198,198,NA,198,NA,198,198,198,198,NA,198,198,198,198,198,NA,198,NA,198,198,198,198,NA,198,198,198,198,NA,198,198,NA,198,198,198,198,NA,198,198,198,198,198,198,198,NA,180,198,198,198,198,NA,NA,198,198,198,198,198,NA,198,198,NA,198,198,198,198,NA,NA,198,NA,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,186,198,198,198,198,198,198,198,198,198,198,198,198,87,198,198,198,198,198,198,198,198,198,198,198
"2G31740",663,651,648,612,555,651,NA,129,642,273,642,651,642,636,660,657,309,648,645,648,552,654,NA,387,645,657,645,483,381,651,648,645,648,249,390,261,624,642,654,NA,636,243,528,648,NA,645,258,627,639,537,NA,645,576,651,447,651,642,387,384,642,663,NA,642,642,642,NA,648,258,654,645,648,642,393,480,255,NA,657,627,645,NA,660,504,630,NA,642,378,381,657,645,606,NA,NA,645,642,651,642,657,651,645,636,NA,NA,654,648,NA,633,636,642,642,642,645,648,648,312,390,636,642,633,660,654,648,642,660,NA,627,393,207,642,642,636,651,645,648,384,642,630,657,648,633,369,399,648,642,615,663,642,651,657,567,NA,NA,663,651,561,NA,669,645,645,561,264,585,648,NA,639,NA,507,657,642,NA,642,636,453,648,NA,NA,651,642,NA,651,NA,606,516,NA,645,657,657,642,657,NA,NA,648,258,657,399,NA,411,396,402,288,633,642,240,639,642,642,258,642,390,399,258,384,657,549,633,399,657,651,594,291,651,291,NA,NA,390,612,648,636,657,639,642,663,657,258,642,657,NA,642,657,651,396,618,654,645,648,651,NA,633,657,651,645,645,642,393,648,552,642,642,642,597,378,642,642,585,642,603,261,579,648,NA,381,651,651,642,648,645,657,510,651,657,660,NA,NA,NA,615,498,663,471,393,651,618,NA,645,657,648,654,252,624,567,285,258,NA,399,NA,642,648,648,657,468,645,NA,384,390,663,399,258,231,642,216,315,642,642,642,639,477,642,657,654,645,657,651,645,642,648,639,258,642,651,648,645,639,642,642,660,642,651,648,636,381,657,660,654,657,663,657,645,642,657,639,645
