"","PAFTOL_019361","S_670","S0055","S0156","S0196sl","S0268","S0275","S0277","S0278","S0279","S0280","S0281","S0282","S0283","S0284","S0285","S0286","S0288","S0289","S0292","S0293","S0294","S0297","S0298","S0299","S0300","S0301","S0303","S0305","S0306","S0308","S0312","S0315","S0317","S0320","S0322","S0323","S0327","S0329","S0331","S0335","S0345","S0346","S0355","S0371","S0373","S0376","S0377","S0380","S0381","S0383","S0384","S0385","S0400","S0403sl","S0405","S0407sl","S0412sl","S0416","S0417","S0419","S0420sl","S0421","S0424","S0427","S0428sl","S0430","S0435","S0436","S0450","S0464","S0478","S0509","S0512sl","S0521","S0547","S0552sl","S0555","S0558","S0560","S0562","S0577","S0583","S0590","S0591","S0593","S0612","S0613sl","S0616","S0617","S0620","S0624","S0641","S0642","S0643","S0645sl","S0647-2","S0654","S0655sl","S0656sl","S0657","S0660sl","S0662","S0664","S0667","S0669","S0670","S0671","S0672","S0673","S0677","S0688","S0689","S0690","S0691","S0717","S0718","S0720","S0721sl","S0722","S0724sl","S0726","S0727","S0728sl","S0731sl","S0732","S0733sl","S0735","S0739","S0740","S0741","S0742","S0743","S0745","S0746","S0747sl","S0748","S0751","S0752","S0753","S0754","S0756","S0757","S0758","S0760","S0762-2","S0763","S0764","S0765","S0766","S0768","S0770","S0771","S0772","S0791","S0795","S0809","S0827","S0834","S0836","S0851","S0888","S0890","S0892","S0893","S0894","S0895","S0896","S0897","S0899","S0901","S0902","S0903","S0904","S0906","S0941","S0946","S0947sl","S0949","S0951","S0952","S0954","S0956","S0957","S0959","S0960","S0963","S0964","S0989","S1011sl","S1021","S1038","S1039","S1040","S1043sl","S1044","S1045","S1050","S1052sl","S1053sl","S1069","S1072","S1074","S1077","S1083","S1089","S1093sl","S1095","S1096","S1097","S1098","S1100","S1102","S1103","S1106sl","S1110","S1111","S1113","S1114-2","S1116","S1117","S1118","S1119","S1120","S1121","S1128","S1129sl","S1148","S1168","S1176","S1177","S1180","S1181-2","S1182","S1184","S1187sl","S1188","S1189","S1201sl","S1204","S1208sl","S1210","S1211","S1213","S1214sl","S1220","S1221sl","S1223","S1227","S1229-2","S1230","S1232sl","S1234","S1235sl","S1238sl","S1239","S1241","S1245","S1246","S1249","S1250sl","S1251","S1258-2","S1260","S1261","S1262","S1266sl","S1269","S1270","S1276","S1278","S1279","S1314","S1315","S1318-2","S1319","S1328sl","S1331","S1332","S1336","S1339","S1341","S1342","S1354","S1365","S1366","S1368","S1369","S1370","S1371","S1374","S1375","S1376","S1378","S1381","S1400","S1401","S1405","S1407","S1408","S1409","S1419","S1421","S1422","S1424","S1428","S1442","S1449","S1451","S1458","S1459","S1460","S1462","S1464","S1474","S1475","S1498","S1506","S1509","S1519","S1539","S1541sl","S1561","S1579","SRR11470320","SRR8528336","SRR8528338","SRR8528339","SRR8528341","SRR8528342","SRR8528343","SRR8528347","SRR8528350","SRR8528354","SRR8528356","SRR8528357","SRR8528358","SRR8528359","SRR8528361","SRR8528364","SRR8528365","SRR8528370","SRR8528372","SRR8528373","SRR8528376","SRR8528379","SRR8528380","SRR8528381","SRR8528382","SRR8528384","SRR8528385","SRR8528388","SRR8528389","SRR8528391","SRR8528394","SRR8528397","SRR8528398","SRR8528399","SRR8528400"
"1G67550",NA,378,378,378,357,378,375,366,381,357,372,378,378,378,375,378,378,363,378,375,312,378,NA,378,369,378,378,372,378,NA,372,372,378,372,372,372,378,378,378,NA,372,357,372,NA,378,378,378,378,372,378,378,378,378,369,372,378,378,378,378,378,378,282,378,378,378,NA,372,378,378,378,378,NA,378,315,378,378,378,378,375,378,378,174,378,NA,378,378,378,378,372,378,NA,378,375,378,378,378,378,378,378,378,378,378,378,378,378,387,372,378,378,378,378,378,375,378,378,378,378,375,378,378,372,378,378,351,378,372,345,381,372,372,378,378,378,378,378,378,372,378,378,NA,378,378,369,378,378,378,378,363,378,378,378,378,372,378,372,378,378,372,378,378,363,372,381,378,378,378,378,378,363,378,378,378,378,378,378,378,378,285,378,NA,243,378,NA,378,378,378,378,NA,NA,372,378,378,378,378,378,372,372,378,NA,375,378,378,378,378,378,378,378,378,342,372,378,381,378,378,378,372,372,357,372,378,378,378,372,372,375,375,378,384,378,372,378,384,378,372,381,NA,375,378,378,378,381,372,378,378,378,NA,378,384,378,372,378,378,378,378,372,378,378,378,378,372,378,381,360,372,378,372,372,372,NA,372,378,378,378,372,378,378,372,378,378,378,378,375,375,375,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,372,378,378,378,378,378,378,378,378,336,375,378,378,378,378,378,378,342,378,372,378,360,378,378,NA,378,378,375,378,378,378,378,378,378,378,378,378,378,378,378,372,378,378,378,378,378,372,378,378,378,378,378,378,378,342,378,378,378,378
"1G67560",1332,2175,2175,1287,1077,2175,2178,693,1683,2169,2175,2133,2175,1794,939,2175,2028,1293,2175,2175,1560,2178,1656,2175,1335,2178,2172,1413,1587,NA,2175,2154,1332,2175,1260,1926,1335,1674,2100,1335,2130,624,2175,2175,273,2163,1575,1335,2166,894,2178,1527,1545,2175,726,2175,1788,2106,2175,2004,2175,1713,1335,1683,2127,900,2133,2175,2139,2175,2094,2010,2175,348,2172,558,2175,2022,2175,1335,1590,663,1332,555,1341,2175,2175,1902,2136,1335,558,1683,2175,1896,1908,1671,1905,888,1917,1896,1902,1116,1332,2172,1335,1335,1899,2175,2175,1902,1335,2154,2175,1641,2073,1899,1893,2175,2175,2175,1623,1647,2175,777,2133,2175,1437,1335,2070,2049,2175,2175,1740,2175,2175,2163,2175,2178,2160,1911,2091,2175,1182,1494,2154,2118,2175,2178,2175,1890,1878,2175,2172,1953,2082,1899,2175,1821,1524,2136,1248,2175,780,942,333,1902,2175,NA,1251,1920,2175,1476,2085,2175,2172,1824,2175,2175,2175,909,1722,1335,1668,2136,1335,1848,1776,1668,570,276,1656,1491,2175,2133,2076,2175,2181,1842,1002,1368,1335,2175,2172,1335,2175,1668,1803,2175,2175,1842,2175,1902,1401,1761,2430,1389,2169,1902,1668,2175,1905,1701,876,2175,2175,1335,2175,1335,1683,1305,2175,1335,1302,948,1335,882,2133,2175,2154,2151,1212,2175,2175,1086,1335,1419,1527,1215,2175,2160,2175,2178,2175,2175,1821,2037,1668,1902,1353,1785,2175,1899,2025,1902,1290,1908,2133,1245,2175,2175,2175,2175,2178,2175,2169,2184,1863,1335,1668,2076,1488,1764,1803,2175,1848,2175,1668,2175,2175,2175,2175,2175,2175,2178,2172,2175,2151,1464,2175,1722,2031,2175,1335,2055,2175,1335,1332,2175,1902,1128,1755,2175,2175,2175,1239,1149,2091,957,1602,2136,2136,2130,1341,1881,2175,2175,2175,1500,2175,2175,2175,1668,2175,1902,1335,2175,1902,2175,2175,2175,2175,2091,2175,1026,2175,2175,2175,2175,2175,2175,2175,2175,2175,2175,2178,2175,1932,2175,2175
"1G67840",333,543,552,NA,249,549,549,162,408,297,549,543,534,537,558,291,543,534,246,549,411,546,249,552,342,549,552,NA,549,NA,540,549,306,555,216,NA,249,246,534,540,549,NA,NA,NA,546,555,468,546,537,504,534,552,540,219,480,549,444,432,531,543,543,156,444,543,558,189,414,321,534,528,537,246,549,384,NA,NA,543,249,558,531,534,249,537,NA,552,333,555,549,249,327,NA,351,555,543,549,444,297,543,534,531,246,NA,NA,555,549,537,552,546,555,531,549,537,552,198,528,531,540,552,522,NA,246,NA,NA,279,546,549,420,564,552,537,543,549,546,549,546,546,543,318,549,231,NA,537,NA,NA,540,564,549,558,NA,492,549,540,552,540,NA,555,249,246,450,552,300,543,519,318,210,390,534,NA,528,NA,315,249,549,555,552,NA,546,321,549,240,531,516,537,216,552,540,516,492,204,NA,555,543,546,NA,414,249,543,NA,375,477,492,249,531,540,519,540,546,345,249,249,249,564,450,321,NA,552,330,546,540,537,249,249,555,537,249,558,564,564,537,NA,NA,564,306,NA,246,NA,NA,540,549,555,357,558,552,546,555,543,531,564,549,558,447,444,246,555,543,444,249,531,531,246,246,246,504,552,552,537,531,357,249,540,549,546,552,534,489,249,216,588,552,549,246,513,507,540,246,549,474,549,306,543,555,312,552,519,549,315,549,510,NA,546,246,249,249,504,549,549,552,549,246,228,477,555,540,249,435,NA,537,189,540,249,531,549,NA,342,249,552,543,546,543,558,546,444,555,531,303,552,369,555,552,537,552,531,555,555,558,552,552,417,327,540,531,NA,327,561,537,552,540,531,552
"1G68050",NA,1542,1584,1365,909,1587,1587,1470,1578,NA,1581,NA,1587,1578,NA,1581,1581,1572,1257,1581,1356,1587,NA,1584,1542,1587,1587,1512,NA,1581,1569,1365,NA,NA,1374,1578,NA,1572,1578,NA,1581,NA,1581,1578,NA,NA,1524,NA,132,564,1587,NA,NA,1566,606,1587,1341,1431,1584,1578,1563,NA,1572,1569,1566,660,1578,1584,1551,NA,NA,1569,1587,558,1581,1584,1581,1512,1593,1578,1593,1071,NA,NA,NA,285,1584,1581,1578,NA,1578,1572,1584,1566,1377,1578,1263,1512,1566,NA,1578,NA,NA,NA,NA,NA,1584,1590,1566,1584,1443,1578,1587,1587,NA,1578,1521,1578,1584,1578,1578,NA,1581,1152,NA,1560,882,1602,1578,1578,1587,1584,NA,1581,1581,NA,1578,1563,NA,1578,1581,1587,1578,NA,1560,1584,1587,1587,1578,1590,NA,1566,1578,NA,1566,1563,1479,1572,NA,NA,NA,1569,711,1578,1533,1545,1587,1587,NA,1578,NA,NA,1587,1584,1578,1527,1587,1587,1587,561,1578,NA,NA,NA,1581,1581,1581,1557,1392,NA,NA,1578,1581,1581,1521,1581,1578,1581,1128,1188,NA,1581,1581,1578,1572,1578,1581,1578,1581,1014,1581,1122,1578,1584,1581,1533,1578,NA,1545,1590,1581,NA,1497,1578,NA,1578,1578,1602,NA,1578,1578,1602,1584,963,1593,681,1569,1581,NA,NA,NA,1569,1587,1578,1578,NA,NA,1602,1587,1581,1572,1824,1578,1584,1578,1578,1578,1584,1581,1542,1578,1578,1581,1578,1269,1578,1578,1578,NA,1584,NA,1587,NA,1569,1587,1581,1068,NA,1581,1581,NA,987,NA,1566,1602,1581,1572,1587,1587,1587,1578,1584,1581,1578,1587,1587,NA,786,1521,NA,1575,1038,NA,1179,1587,1236,NA,1581,1578,NA,1428,1584,1191,1581,1581,1563,1572,NA,NA,1479,1584,1605,1584,1578,1533,1581,1569,1551,1584,1587,1587,1572,1584,1578,1578,1584,1581,1605,1581,1578,1560,1581,1578,1581,1584,1578,1581,1503,1578,1578,1578,1581,NA,1575,1578,1578,1581,1581,1578
"1G68570",NA,453,453,NA,213,453,453,NA,450,453,450,453,453,453,447,NA,NA,NA,447,450,219,453,NA,423,417,453,453,432,450,NA,450,453,450,450,450,423,450,453,453,450,450,204,450,450,450,450,453,450,450,213,408,450,450,453,219,453,450,219,453,450,453,447,450,447,453,NA,450,453,453,450,450,450,453,NA,450,453,453,453,453,450,453,216,450,420,453,453,417,453,450,450,NA,450,453,432,219,453,453,453,453,453,453,252,450,450,450,450,453,453,453,453,453,453,450,408,453,453,453,450,453,453,450,450,450,183,450,450,417,NA,450,447,453,453,450,450,450,450,NA,NA,450,NA,450,450,453,NA,453,453,450,450,453,447,450,453,NA,450,453,450,453,453,231,453,423,450,NA,453,441,453,453,453,NA,NA,450,441,453,453,453,414,453,414,453,NA,213,426,NA,NA,453,453,450,NA,NA,429,450,444,438,450,NA,450,447,NA,453,450,234,450,453,453,450,429,453,450,450,NA,441,375,450,453,450,444,450,456,414,453,216,NA,195,447,417,453,453,NA,450,450,453,NA,453,450,NA,453,450,453,453,453,378,444,453,453,450,450,420,NA,453,450,450,450,453,453,453,450,444,453,453,450,453,450,450,450,NA,447,450,NA,450,453,453,453,450,450,450,450,186,450,450,423,447,447,447,453,453,450,450,453,453,453,450,453,447,NA,453,453,450,453,453,450,NA,450,450,450,453,450,450,447,450,216,435,453,453,450,NA,447,450,219,450,450,453,453,447,444,NA,450,450,453,450,453,453,450,450,450,444,453,453,453,447,420,450,453,453,453,453,453,450,450,453,453,450,450,450,453,453,453,450,450,453
"1G68740",NA,684,693,669,633,684,609,624,558,447,699,696,684,699,NA,660,252,447,702,699,684,684,678,438,420,690,684,396,447,669,699,702,NA,258,606,447,NA,705,693,NA,699,510,NA,699,417,453,522,279,426,645,609,678,444,678,249,684,702,687,699,702,NA,270,252,708,699,NA,699,432,636,696,432,705,NA,NA,NA,684,699,678,687,693,447,267,NA,447,NA,696,675,675,699,258,252,705,687,618,684,705,456,675,558,603,252,534,447,453,NA,438,432,447,699,705,699,639,684,657,699,669,714,699,684,699,447,441,699,261,447,702,516,252,699,696,684,684,NA,681,447,699,699,441,NA,279,585,684,426,699,696,615,684,672,699,699,390,699,705,453,699,699,684,441,657,NA,447,699,NA,252,NA,699,NA,687,432,705,684,474,678,699,699,543,630,261,684,705,696,432,681,648,699,699,702,699,NA,639,447,699,252,252,444,465,699,NA,264,699,273,699,447,423,687,699,684,699,252,252,252,252,579,699,252,NA,699,555,636,684,669,699,270,696,675,699,699,252,381,657,699,252,426,252,252,NA,702,675,699,432,900,684,687,270,699,672,447,252,684,684,702,702,699,684,NA,708,699,705,705,699,705,252,444,639,252,606,447,699,447,699,684,684,NA,699,681,NA,702,474,699,693,690,696,696,642,705,699,702,684,432,684,675,693,699,609,687,684,447,441,684,447,699,699,NA,699,678,252,486,699,627,441,645,684,699,NA,252,447,609,555,447,666,705,612,432,582,NA,699,693,708,699,684,684,705,684,252,486,684,663,684,696,696,699,705,699,594,684,699,699,672,NA,696,690,381,252,699,699,702,699,447,699
"1G68830",483,447,483,483,450,483,483,255,483,483,483,483,483,483,483,483,483,270,483,483,423,483,NA,477,483,483,483,390,414,402,483,327,483,483,414,483,483,483,483,414,483,369,483,414,411,483,453,495,483,441,483,483,483,483,483,483,483,483,483,495,483,483,483,414,483,468,483,483,483,483,483,483,483,387,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,402,414,483,483,495,483,483,483,483,483,483,483,483,483,483,486,483,483,483,483,483,483,483,483,273,483,480,483,483,483,483,483,483,414,423,483,483,387,483,483,483,483,483,483,483,483,483,483,483,483,495,483,483,483,483,483,483,483,483,483,483,483,483,483,483,414,483,483,462,300,483,483,483,270,483,483,483,483,483,474,483,483,249,483,414,483,405,483,255,483,483,483,483,483,483,483,483,270,483,288,375,387,483,483,483,483,483,483,261,411,261,483,483,483,483,483,483,483,483,483,336,483,483,483,483,483,387,483,483,483,483,414,483,483,483,483,483,483,483,483,483,483,483,483,483,483,441,483,483,483,483,423,483,483,483,483,300,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,450,483,354,483,483,483,483,483,489,489,483,483,273,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,234,483,483,483,483,483,483,483,357,261,483,483,483,483,495,483,345,495,489,483,483,483,480,495,414,414,414,414,414,414,414,414,414,414,495,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414
"1G68930",1416,339,393,2130,282,252,339,213,336,339,399,393,339,123,1221,2232,183,2157,375,375,132,2232,2010,393,366,2217,252,2022,1974,2232,2232,219,2235,369,135,2142,276,2232,2235,1965,399,915,399,2232,2232,2232,147,390,192,1482,123,390,399,264,336,339,2121,252,393,2220,339,396,291,1761,375,1809,2145,375,270,2232,2232,1971,375,1887,393,375,375,2172,2124,2235,189,1551,2154,2229,177,2232,339,339,2127,2235,1389,2232,375,2205,339,339,375,2217,339,165,165,1470,2127,2232,2049,2184,375,339,393,NA,2235,2046,315,126,2232,300,339,393,366,393,330,162,2232,2412,2235,363,129,396,327,366,375,375,2235,2229,342,2232,366,339,369,2139,399,375,393,132,393,375,363,393,339,249,2118,375,2235,2019,2232,393,393,2232,1428,267,390,162,1938,2112,2025,NA,339,339,1869,2232,2229,1761,213,2232,273,2022,375,339,375,1887,2232,2184,2178,2109,375,255,2016,2145,1917,906,273,2100,189,183,2232,399,222,165,135,1854,2232,393,222,2232,393,219,2232,339,276,2106,393,339,2232,375,183,2046,336,1446,123,213,168,129,2232,330,126,2235,258,2232,2223,2073,375,2232,153,1974,2232,1047,2232,2235,393,339,1998,2091,375,2232,375,2319,1530,168,363,363,375,255,2232,393,2232,180,2232,NA,NA,2130,339,2220,312,2205,2208,225,366,303,1977,354,204,2232,375,2121,324,399,252,2235,276,2079,1962,276,1365,393,2232,393,2232,339,339,207,393,393,276,2151,375,165,162,129,375,291,330,393,1965,375,375,375,375,168,150,1587,2601,393,393,399,339,255,339,1515,210,327,219,339,375,249,393,2232,2235,2232,2232,2232,123,2232,2232,2232,2091,393,2232,2232,2232,2232,2232,NA,2235,1914,2232,2232,2232,2232,2232,2232,2232,2232,2232,2235,117,2232,2232,2232,2232
"1G69860",NA,216,213,NA,NA,216,216,213,NA,210,NA,213,216,NA,NA,216,210,201,216,213,216,213,NA,216,216,216,216,201,213,NA,213,213,213,213,216,NA,213,216,213,NA,NA,NA,213,213,NA,213,216,213,213,NA,NA,213,NA,216,195,216,NA,213,210,216,216,213,216,216,213,NA,213,216,213,213,213,216,213,NA,210,NA,213,213,216,213,213,NA,NA,NA,NA,216,216,210,NA,NA,NA,213,216,213,216,213,213,NA,213,NA,NA,NA,NA,213,NA,213,213,216,216,NA,NA,NA,216,216,213,216,216,213,216,216,213,NA,213,216,NA,93,147,207,213,213,216,213,NA,213,213,213,213,216,213,NA,213,216,210,213,213,216,216,216,213,189,NA,213,213,213,213,213,216,216,NA,213,213,213,NA,NA,NA,213,213,201,NA,216,201,NA,216,213,NA,NA,210,216,216,NA,213,213,NA,213,210,213,NA,213,NA,NA,213,213,213,210,213,213,213,210,213,210,NA,213,210,213,213,NA,213,213,213,210,210,207,213,210,213,NA,213,NA,213,216,213,210,216,213,210,213,213,207,213,213,213,207,210,210,201,NA,210,210,213,216,NA,NA,216,NA,213,NA,NA,207,216,213,213,216,198,216,NA,216,213,213,213,213,216,216,213,213,NA,NA,213,NA,NA,216,216,216,NA,213,216,213,213,213,210,216,NA,207,213,213,216,NA,NA,219,216,216,213,216,213,213,216,216,213,NA,216,NA,NA,213,NA,213,216,210,210,213,216,NA,123,216,213,213,NA,216,213,NA,213,210,213,NA,204,NA,NA,NA,210,210,213,216,216,216,216,195,213,NA,216,216,210,213,213,213,213,NA,216,213,213,NA,213,213,210,213,213,213,213,213,210,213,213
"1G70260",NA,255,255,NA,228,255,255,255,255,255,255,255,255,NA,NA,NA,255,NA,255,255,255,NA,NA,255,NA,255,255,NA,NA,NA,255,255,255,NA,NA,NA,255,255,NA,NA,NA,NA,255,NA,NA,255,171,255,255,255,255,NA,255,NA,249,249,255,246,255,255,NA,237,255,255,255,NA,NA,255,255,255,255,NA,252,NA,NA,255,255,255,255,NA,255,NA,255,NA,NA,NA,258,NA,NA,255,NA,NA,255,NA,243,255,255,255,NA,NA,207,NA,255,255,NA,213,255,255,NA,255,255,NA,255,NA,246,NA,255,255,NA,NA,246,NA,255,255,246,NA,183,NA,255,NA,255,252,249,NA,255,255,NA,NA,255,NA,255,255,90,NA,255,255,255,255,NA,NA,NA,255,NA,255,255,255,255,252,NA,252,255,255,NA,NA,NA,237,255,255,NA,NA,NA,NA,255,255,255,240,237,255,255,NA,NA,255,NA,258,255,195,249,NA,NA,NA,255,NA,249,NA,NA,255,255,255,NA,255,246,255,252,NA,255,255,255,255,255,255,255,NA,NA,255,255,NA,255,NA,NA,255,NA,NA,NA,255,NA,255,255,255,252,NA,255,NA,NA,255,NA,NA,255,255,255,255,NA,255,255,NA,255,NA,255,NA,255,258,255,252,NA,255,NA,255,255,255,NA,NA,252,255,255,NA,NA,255,NA,NA,NA,231,249,249,255,255,NA,NA,NA,255,255,NA,NA,255,240,255,NA,NA,NA,255,249,213,255,255,255,NA,255,243,255,NA,255,255,NA,255,NA,255,246,255,NA,255,NA,NA,255,255,255,255,NA,NA,255,NA,246,NA,255,255,255,NA,NA,255,255,207,255,255,255,255,258,252,NA,255,252,255,255,249,255,249,255,NA,231,255,255,252,255,255,255,255,255,255,252,255,255,255,255
"1G70570",NA,702,702,NA,705,702,486,702,705,492,705,705,705,705,213,501,222,705,705,705,705,705,546,486,705,705,705,705,705,NA,660,699,705,432,705,705,222,705,705,222,705,513,NA,705,705,705,702,222,222,504,705,699,705,705,576,705,492,507,705,705,705,225,486,705,705,705,705,702,705,705,705,NA,705,696,504,705,693,372,687,705,480,705,222,222,705,501,705,717,705,498,675,705,705,705,705,705,486,705,705,705,705,222,459,705,222,705,705,504,705,705,705,705,705,705,702,705,705,705,705,705,495,693,504,504,237,702,705,693,705,495,705,705,222,705,705,231,705,705,231,NA,495,705,705,NA,705,630,705,705,705,705,705,705,705,705,225,705,705,705,693,702,222,705,684,705,633,705,705,705,222,705,705,720,705,705,705,705,NA,705,705,NA,690,705,690,705,714,690,NA,693,567,NA,705,705,504,486,510,699,705,705,414,705,705,504,705,504,705,705,705,705,504,486,705,705,705,273,504,705,705,705,705,705,222,705,705,693,705,705,705,693,705,543,705,693,705,495,705,471,705,717,705,705,231,705,705,705,705,252,672,693,705,705,705,705,702,705,705,705,705,705,705,705,705,705,705,705,693,705,705,705,504,705,705,705,699,705,705,504,705,705,705,705,705,699,225,705,705,705,705,705,906,255,705,486,705,705,705,702,567,690,225,222,705,684,222,705,705,705,705,705,705,459,486,705,705,504,705,705,705,705,222,489,705,699,705,684,705,708,705,705,705,705,705,495,705,705,705,705,705,705,705,705,705,705,705,225,705,705,705,255,705,699,705,705,705,705,705,705,705,705,705
"1G70820",435,780,780,NA,456,780,351,606,771,780,780,780,780,777,723,780,780,795,780,780,396,780,720,780,711,780,780,615,780,NA,780,780,780,780,780,534,780,618,780,750,780,NA,780,780,780,780,408,780,780,612,780,NA,780,780,675,780,762,780,780,780,780,780,780,780,780,159,780,780,711,780,780,780,780,207,780,735,780,780,780,738,780,198,621,777,780,780,780,780,780,780,NA,774,780,780,744,780,756,780,717,780,750,471,780,780,780,780,765,780,780,780,780,780,780,744,780,516,777,780,780,777,780,780,780,417,780,780,441,780,780,780,780,549,780,780,780,780,780,699,780,768,780,780,780,NA,780,780,780,780,516,780,753,780,NA,765,780,780,780,672,516,780,780,780,192,786,NA,774,780,780,783,780,780,468,780,780,780,NA,780,594,780,669,780,780,780,780,780,780,780,780,NA,627,780,264,777,780,780,780,780,780,699,711,780,780,780,780,780,516,780,780,780,723,780,780,393,780,780,705,780,729,NA,780,600,768,780,780,780,780,780,780,780,780,780,474,780,780,516,516,627,780,780,780,543,780,780,780,780,558,780,474,780,780,780,780,780,780,564,780,780,780,735,780,756,780,825,780,486,516,672,780,780,780,780,780,780,780,780,753,312,780,780,780,780,780,780,780,546,780,720,780,780,546,780,780,780,780,780,780,780,738,780,780,780,780,780,780,780,780,414,780,771,NA,480,780,780,780,753,498,780,516,780,774,780,780,780,750,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780
"1G71220",363,1209,1356,1014,723,1356,1356,789,1227,534,1029,1359,1353,1200,1026,1263,1209,1134,1023,1362,1200,1356,1188,1209,1017,1212,1356,1032,1344,NA,1359,1203,1038,885,879,1032,1032,1365,1359,840,1353,816,1350,1032,681,1032,1362,681,1020,1188,1356,1362,888,1212,1050,1356,1314,1122,1362,1032,1353,1170,861,1002,1359,990,1350,1017,1365,1365,1014,1020,1245,453,1206,1212,1365,1353,1341,1362,1215,786,855,684,1359,864,1023,1371,1359,687,NA,1038,1356,1353,648,1365,1191,1032,1212,NA,1005,NA,1032,1029,1035,999,1356,1212,1359,1365,1362,1014,1365,552,1368,1368,1344,1359,1365,885,1032,1023,1011,927,1032,1356,852,843,1356,1359,1353,1338,507,1017,1365,1005,1032,897,1038,864,1206,1356,1353,1203,1362,990,1356,1368,1353,1170,1029,1356,1359,NA,993,1359,1359,1365,1110,873,1356,1365,600,1338,339,1290,1356,1353,NA,1362,1035,915,1362,1221,1362,1044,1722,369,1356,1038,1212,1008,1179,1074,1359,1251,1368,1095,NA,NA,1035,1350,1353,1008,1080,1206,1359,1206,930,1005,1224,864,1362,1206,1353,867,1362,1362,1353,1017,1356,1023,696,1365,1206,1167,1359,1362,NA,1356,1206,1011,750,1215,900,1362,1362,1038,1014,1356,1356,1023,1356,1362,843,NA,1017,1371,1014,1353,333,1356,1353,1086,1359,702,891,876,1356,1356,993,1356,1335,1359,1221,1368,699,1365,1536,849,1362,684,1203,1356,1236,1212,1032,750,849,1338,1356,1356,1164,1362,1356,1011,1365,1353,1347,1212,702,150,1197,1338,1356,870,1011,1356,1008,876,1338,1356,1362,345,1365,1215,1032,1353,861,1002,537,1353,924,1362,870,1362,1002,1362,999,150,1317,1359,1356,1350,1158,1134,1356,501,1032,987,1365,840,885,1362,1353,1362,1359,1362,1356,1356,1356,987,1356,1374,1344,1359,1371,1365,1356,1365,1353,1365,1368,1035,1377,1323,1353,1293,333,1350,1353,1017,1356,1356,1353,1362,1356,1362,1362
"1G72280",462,450,462,465,465,450,450,465,468,465,465,465,450,468,468,NA,465,465,264,465,210,450,465,NA,465,450,450,465,465,462,456,465,465,465,468,465,465,465,417,465,465,345,465,465,NA,204,462,465,465,465,249,465,465,447,465,210,465,417,465,465,465,423,264,207,462,426,465,207,465,465,465,465,462,465,207,NA,204,465,462,462,261,210,465,453,NA,210,462,465,462,465,390,468,210,465,450,468,228,465,465,465,468,375,465,273,NA,465,453,258,462,465,465,465,462,450,465,NA,450,468,450,462,465,465,465,261,411,462,462,462,462,261,462,462,420,264,465,465,465,462,273,NA,465,447,207,NA,465,462,450,210,462,447,204,465,465,465,NA,468,462,465,465,264,465,NA,NA,465,465,465,462,462,465,468,372,465,450,NA,465,462,462,462,462,NA,465,465,462,465,465,465,NA,462,NA,462,465,213,465,465,465,465,435,465,NA,465,465,207,465,465,462,276,207,NA,465,465,465,261,NA,210,465,465,465,264,NA,462,465,465,207,462,264,465,465,462,465,456,465,462,462,465,462,264,465,465,468,453,465,465,462,465,465,465,465,462,450,462,468,210,465,462,465,465,267,465,465,264,465,468,465,462,462,462,465,465,204,462,450,450,453,NA,261,465,468,465,465,207,465,465,468,468,207,465,465,450,210,462,207,462,465,465,462,207,465,462,207,297,465,465,465,465,462,465,423,465,468,NA,465,462,465,465,465,465,465,363,465,465,465,462,NA,465,NA,441,462,369,465,462,450,465,462,468,462,462,465,462,465,NA,465,465,465,465,462,465,465,450,NA,465,462,465,465,462,NA,276,264,465,465
